Portfolio,Geography,Category,Brand,Segment,Initial Sales ($),Margin (%),Trend (%),Contribution (%),Optimized Sales ($),Optimized Contribution (%),Optimized Sales for Margin ($),Optimized Margin ($),Optimized Margin Contribution (%),Optimized Sales for Target ($),Optimized Margin for Target ($),Optimized Margin Contribution for Target (%),Optimized Sales for Margin Target ($),Achieved Margin ($),Sales (Year 1),Margin (Year 1),Sales (Year 2),Margin (Year 2),Sales (Year 3),Margin (Year 3),Sales (Year 4),Margin (Year 4),Sales (Year 5),Margin (Year 5)
Skin/Body,North America,Tools,Balmain,Bronzer,2918280.21,18.8,1.93,5.86,3326839.4394000005,0.0424001314629973,3326839.4394000005,625445.8146072001,0.06422217800526973,3326839.4394000005,625445.8146072001,0.06591215286776551,2626452.1890000002,493773.01153200003,2974603.0180530003,559225.3673939641,3032012.856301423,570018.4169846675,3090530.704428041,581019.7724324717,3150177.9470235026,592233.4540404185,3210976.381401057,603663.5597033987
Skin/Body,North America,Tools,Balmain,Hair Dye,3818755.62,11.78,-0.51,7.33,4353381.406800001,0.05548327393587053,4353381.406800001,512828.32972104003,0.05265836225664727,4353381.406800001,512828.32972104003,0.05404404102491684,4964382.306,584804.2356467999,3799279.9663380003,447555.1800346164,3779903.6385096763,445272.64861643984,3760626.129953277,443001.75810849597,3741446.9366905154,440742.44914214266,3722365.557313394,438494.6626515177
Skin/Body,North America,Tools,Balmain,Face Make-Up,1133856.59,7.65,4.97,6.86,1292596.5126000002,0.016473972688244985,1292596.5126000002,98883.63321390002,0.010153593078337601,1122518.0241,85872.62884365,0.009049624615450088,1020470.9310000001,78066.02622150001,1190209.2625230001,91051.0085830095,1249362.6628703934,95576.24370958509,1311455.987215052,100326.38302195146,1376635.34977964,105312.60425814247,1445054.1266636883,110546.64068977216
Skin/Body,North America,Tools,Balmain,Tools,4616806.55,10.44,6.61,9.85,5263159.467,0.06707827575585246,5263159.467,549473.8483548,0.05642120624061542,5263159.467,549473.8483548,0.057905902387957335,6001848.515,626592.984966,4921977.462955,513854.4471325019,5247320.173256326,547820.2260879603,5594168.036708569,584031.1430323746,5963942.543935006,622635.6015868145,6358159.1460891105,663791.8148517031
Skin/Body,Europe,Fragrance,Bobbi Brown,Lipstick,558925.05,14.95,-1.44,14.45,637174.5570000001,0.008120705995522734,637174.5570000001,95257.59627150002,0.009781263478346996,553335.7995000001,82723.70202525001,0.00871777724997665,503032.54500000004,75203.3654775,550876.52928,82356.04112736,542943.9072583681,81170.11413512603,535125.5149938476,80001.26449158021,527419.7075779362,78849.24628290147,519824.863788814,77713.8171364277
Skin/Body,Europe,Fragrance,Bobbi Brown,Mascara,1168982.27,11.22,-3.29,14.96,1332639.7878000003,0.016984318968435528,1332639.7878000003,149522.18419116005,0.015353272984794332,1157292.4473,129848.21258706003,0.01368395956573708,1052084.043,118043.82962460001,1130522.7533169999,126844.6529221674,1093328.5547328705,122671.46384102809,1057358.045282159,118635.57268065825,1022570.9655923761,114732.4623394646,988928.3808243868,110957.76432849621
Skin/Body,Europe,Fragrance,Bobbi Brown,Toner,2759877.55,13.93,-3.66,11.5,3146260.407,0.04009867542561134,3146260.407,438274.0746951,0.04500296425812803,3146260.407,438274.0746951,0.046187195012927285,2483889.795,346005.8484435,2658866.03167,370380.038211631,2561551.534910878,356824.1288130853,2467798.74873314,343764.36569852644,2377477.314529507,331182.5899139603,2290461.644817727,319061.3071231094
Skin/Body,Europe,Fragrance,Bobbi Brown,Bronzer,1444575.17,18.47,-0.9,3.67,1646815.6938,0.020988449603399007,1646815.6938,304166.85864486,0.0312325347503717,1430129.4183,264144.90356000996,0.027836718794933206,1300117.653,240131.73050909996,1431573.9934699999,264411.71659390896,1418689.8275287698,262032.01114456376,1405921.6190810108,259673.72304426268,1393268.324509282,257336.65953686435,1380728.9095886983,255020.62960103253
Skin/Body,Europe,Fragrance,Bobbi Brown,Hair Dye,664473.51,12.08,6.3,1.92,757499.8014000001,0.00965423542301966,757499.8014000001,91505.97600912002,0.009396038701601049,657828.7749,79465.71600792,0.008374436760041223,598026.159,72241.5600072,706335.34113,85325.309208504,750834.4676211899,90700.80368863975,798137.0390813249,96414.95432102405,848419.6725434483,102489.09644324855,901870.1119136855,108945.9095191732
Skin/Body,Europe,Fragrance,Bobbi Brown,Face Make-Up,3989874.28,11.8,5.49,7.17,4548456.6792,0.05796948264705249,4548456.6792,536717.8881456001,0.055111395657427065,4548456.6792,536717.8881456001,0.056561624786848196,5186836.564,612046.714552,4208918.377971999,496652.368600696,4439987.9969226625,523918.5836368742,4683743.337953716,552681.7138785385,4940880.847207375,583023.9399704703,5212135.205719059,615031.954274849
Skin/Body,Europe,Fragrance,Bobbi Brown,Tools,2303433.77,13.39,-1.9,3.55,2625914.4978000005,0.0334669351934191,2625914.4978000005,351609.9512554201,0.036104097830011846,2625914.4978000005,351609.9512554201,0.03705415931439193,2073090.3930000002,277586.80362270004,2259668.52837,302569.615948743,2216734.82633097,296820.79324571695,2174616.8646306815,291181.1981740483,2133299.1442026985,285648.75540874136,2092766.4604628473,280221.4290559753
Skin/Body,Europe,Fragrance,Aveda,Lipstick,4378035.29,19.19,2.47,4.79,4990960.2306,0.06360913225863307,4990960.2306,957765.2682521401,0.09834548430639664,4990960.2306,957765.2682521401,0.10093339710350151,5691445.877,1092188.4637963,4486172.761663,860896.5529631298,4596981.228876075,882160.6978213189,4710526.665229315,903950.0670575056,4826876.673860478,926277.6337138258,4946100.527704832,949156.6912665573
Skin/Body,Europe,Fragrance,Aveda,Mascara,3397997.94,11.13,-4.49,3.19,3873717.6516000004,0.049370022410217436,3873717.6516000004,431144.7746230801,0.04427091174840615,3873717.6516000004,431144.7746230801,0.04543587890334189,4417397.322,491656.3219386,3245427.832494,361216.1177565822,3099708.122815019,344997.51406931167,2960531.2281006244,329507.12568759953,2827603.3759589065,314712.25574422634,2700643.9843783514,300581.67546131054
Skin/Body,Europe,Fragrance,Aveda,Toner,3721875.03,14.88,-4.46,4.11,4242937.534200001,0.05407568129341734,4242937.534200001,631349.1050889601,0.06482834110250704,4242937.534200001,631349.1050889601,0.06653426684721706,4838437.539,719959.5058032001,3555879.403662,529114.8552649056,3397287.182258675,505516.33272009087,3245768.1739299376,482970.3042807748,3101006.913372663,461429.8287098523,2962702.0050362423,440850.0583493929
Skin/Body,Europe,Fragrance,Aveda,Bronzer,1539836.58,15.08,-4.61,2.46,1755413.7012000002,0.022372516936450104,1755413.7012000002,264716.38614096004,0.02718167181650006,1524438.2142,229885.28270136,0.024226293535879875,1385852.922,208986.6206376,1468850.113662,221502.5971402296,1401136.1234221817,211291.32741206497,1336543.748132419,201550.7972183688,1274929.0813435146,192259.305466602,1216154.8506935786,183396.15148459165
Skin/Body,Europe,Fragrance,Aveda,Hair Dye,4099622.38,7.68,8.05,4.33,4673569.5132,0.05956402927484673,4673569.5132,358930.13861375995,0.03685575107411338,4673569.5132,358930.13861375995,0.0378255919419915,5329509.094,409306.29841919994,4429641.98159,340196.50418611197,4786228.161107996,367582.322773094,5171519.528077189,397172.6997563281,5587826.850087402,429145.1020867125,6037646.911519438,463691.2828046928
Skin/Body,Europe,Fragrance,Aveda,Face Make-Up,947486.27,8.65,9.45,12.98,1080134.3478,0.013766170318300228,1080134.3478,93431.62108470002,0.009593768253755042,938011.4073,81137.98673145,0.008550667795554382,852737.643,73761.8061195,1037023.722515,89702.5519975475,1135022.4642926676,98179.44316131575,1242282.0871683247,107457.4005400601,1359677.7444057316,117612.1248910958,1488167.2912520731,128726.47069330433
Skin/Body,Europe,Fragrance,Aveda,Tools,4235989.39,10.96,8.36,3.87,4829027.9046,0.06154532604388313,4829027.9046,529261.45834416,0.05434575273391876,4829027.9046,529261.45834416,0.055775834348344835,5506786.2069999995,603543.7682872,4590118.103003999,503076.9440892383,4973851.976415133,545134.1766150986,5389666.001643437,590707.3937801208,5840242.079380829,640090.5319001388,6328486.317217065,693602.1003669903
Skin/Body,Europe,Fragrance,Elizabeth Arden,Lipstick,1819164.79,18.45,-4.74,2.2,2073847.8606000002,0.026430918451403915,2073847.8606000002,382624.93028070003,0.03928878538770568,2073847.8606000002,382624.93028070003,0.04032265035064366,1637248.311,302072.3133795,1732936.378954,319726.76191701303,1650795.1945915804,304571.7134021466,1572547.5023679396,290135.01418688486,1498008.7507556994,276382.6145144265,1427003.135969879,263282.0785864427
Skin/Body,Europe,Fragrance,Elizabeth Arden,Mascara,1435488.15,5.4,-1.37,9.16,1636456.4910000002,0.02085642292505379,1636456.4910000002,88368.65051400002,0.009073891088326819,1421133.2685,76741.19649900001,0.008087315250600913,1866134.595,100771.26813000001,1415821.962345,76454.38596663,1396425.2014608732,75406.96087888717,1377294.1762008592,74373.8855148464,1358425.2459869075,73354.96328329301,1339814.8201168869,72350.0002863119
Skin/Body,Europe,Fragrance,Elizabeth Arden,Toner,2396410.48,18.39,11.35,5.79,2731907.9472000003,0.03481780777703471,2731907.9472000003,502397.8714900801,0.05158733942854514,2731907.9472000003,502397.8714900801,0.052944834760611355,2156769.432,396629.8985448,2668403.0694799996,490719.32447737193,2971266.81786598,546415.9678055537,3308505.601693768,608434.180151484,3684020.987486011,677491.4595986775,4102157.3695656727,754386.7402631273
Skin/Body,Europe,Fragrance,Elizabeth Arden,Bronzer,1667405.45,10.7,6.81,4.75,1900842.2130000002,0.024225984208047717,1900842.2130000002,203390.116791,0.020884553034010874,1650731.3954999999,176628.25931849997,0.018613840810941897,1500664.905,160571.144835,1780955.761145,190562.266442515,1902238.8484789748,203539.5567872503,2031781.3140603928,217400.60060446203,2170145.6215479057,232205.58150562592,2317932.5383753185,248018.7816061591
Skin/Body,Europe,Fragrance,Elizabeth Arden,Hair Dye,3308670.09,11.14,6.04,7.11,3771883.9026,0.04807216466155836,3771883.9026,420187.86674964003,0.043145831891124926,3771883.9026,420187.86674964003,0.044281193125860485,4301271.117,479161.60243379994,3508513.763436,390848.4332467704,3720427.9947475344,414455.6786148753,3945141.845630286,439488.8016032138,4183428.4131063544,466033.9252200479,4436107.489257978,494182.37430333876
Skin/Body,Europe,Fragrance,Elizabeth Arden,Face Make-Up,1825095.92,19.23,10.27,2.96,2080609.3488,0.026517092729960976,2080609.3488,400101.17777424003,0.04108328564845033,2080609.3488,400101.17777424003,0.042164371998541395,1642586.328,315869.3508744,2012533.2709839998,387010.1480102232,2219220.437914057,426756.09021087317,2447134.3768878304,470583.94067552977,2698455.0773942107,518912.9113829067,2975586.413842596,572205.2673819312
Skin/Body,Europe,Fragrance,Elizabeth Arden,Tools,4408105.89,12.31,12.89,12.2,5025240.7146000005,0.06404603252228912,5025240.7146000005,618607.13196726,0.0635199667448113,5025240.7146000005,618607.13196726,0.0651914632651643,5730537.657,705429.1855766999,4976310.739221,612583.8519981051,5617757.193506587,691545.9105206609,6341886.095749586,780686.178386774,7159355.213491707,881316.6267808292,8082196.100510788,994918.339972878
Skin/Body,Europe,Fragrance,Kilian,Lipstick,2413460.77,5.34,0.37,8.58,2751345.2778000003,0.035065534001200896,2751345.2778000003,146921.83783452,0.015086263592947374,2389326.1623,127590.01706681999,0.013445981271120394,3137499.001,167542.4466534,2422390.574849,129355.6566969366,2431353.4199759415,129834.27262671528,2440349.4276298527,130314.65943543412,2449378.7205120833,130796.82367534524,2458441.421777978,131280.77192294403
Skin/Body,Europe,Fragrance,Kilian,Mascara,3350651.99,8.87,-2.21,12.69,3819743.2686000005,0.048682125991853786,3819743.2686000005,338811.22792482,0.03478989623367657,3819743.2686000005,338811.22792482,0.03570537515279585,4355847.587,386363.68096689996,3276602.581021,290634.64893656265,3204189.663980436,284211.62319506466,3133377.0724064684,277930.5463224537,3064129.4391062856,271788.28124872746,2996412.1785020363,265781.7602331306
Skin/Body,Europe,Fragrance,Kilian,Toner,4929809.81,12.89,-1.57,4.81,5619983.1834,0.07162594712985898,5619983.1834,724415.8323402602,0.07438464123964136,5619983.1834,724415.8323402602,0.0763420362977854,6408752.753,826088.2298617001,4852411.795983,625475.8805022087,4776228.930786066,615655.9091783239,4701242.136572724,605990.1114042242,4627432.635028533,596476.066655178,4554781.942658585,587111.3924086916
Skin/Body,Europe,Fragrance,Kilian,Bronzer,582758.04,18.71,-2.64,9.07,664344.1656000001,0.008466979086671956,664344.1656000001,124298.79338376003,0.012763278685533288,576930.4596000001,107943.68899116002,0.011375567257355777,524482.236,98130.62635560002,567373.227744,106155.53091090241,552394.5745315584,103353.02489485459,537811.3577639253,100624.50503763044,523613.1379189577,97968.018104637,509789.7510778972,95381.66242667458
Skin/Body,Europe,Fragrance,Kilian,Hair Dye,1733248.49,13.31,8.03,12.62,1975903.2786000003,0.02518262762507017,1975903.2786000003,262992.72638166003,0.027004682569315146,1715916.0051,228388.42027881,0.024068547776754292,1559923.641,207625.8366171,1872428.343747,249220.2125527257,2022784.339749884,269232.5956207096,2185213.9222318,290851.9730490526,2360686.600187014,314207.3864848915,2550249.734182031,339438.2396196283
Skin/Body,Europe,Fragrance,Kilian,Face Make-Up,1428895.72,5.16,-2.26,13.6,1628941.1208000001,0.020760640519477114,1628941.1208000001,84053.36183328001,0.008630787575081025,1414606.7628,72993.70896048,0.007692388998413737,1857564.436,95850.3248976,1396602.676728,72064.6981191648,1365039.4562339473,70436.03594167168,1334189.56452306,68844.1815293899,1304036.880364839,67288.3030268257,1274565.6468685938,65767.58737841944
Skin/Body,Europe,Fragrance,Kilian,Tools,4432505.35,13.96,7.01,10.31,5053056.099,0.06440053594114557,5053056.099,705406.6314204001,0.07243273388539694,5053056.099,705406.6314204001,0.07433876546654516,5762256.955,804411.0709180001,4743223.975035,662154.066914886,5075723.975684954,708571.0670056195,5431532.226380469,758241.8988027135,5812282.63544974,811394.6559087838,6219723.648194768,868273.4212879896
Skin/Body,Europe,Fragrance,Frederic Malle,Lipstick,1289170.75,18.72,3.38,6.36,1469654.6550000003,0.018730555445273994,1469654.6550000003,275119.351416,0.02824987160627057,1276279.0425,238919.43675599998,0.025178351298796302,1160253.675,217199.48795999997,1332744.72135,249489.81183671998,1377791.49293163,257922.5674768011,1424360.8453927194,266640.350257517,1472504.2419669933,275652.7940962211,1522274.8853454778,284969.8585366734
Skin/Body,Europe,Fragrance,Frederic Malle,Mascara,2835129.67,5.7,-1.67,11.33,3232047.8238000004,0.0411920247790887,3232047.8238000004,184226.7259566,0.01891681311376803,2806778.3733,159986.36727810002,0.016860047106423172,3685668.571,210083.108547,2787783.0045109997,158903.63125712698,2741227.028335666,156249.94061513295,2695448.5369624603,153640.56660686023,2650434.546395187,151074.76914452566,2606172.289470387,148551.82049981208
Skin/Body,Europe,Fragrance,Frederic Malle,Toner,872594.01,14.05,-0.09,6.45,994757.1714000001,0.012678049424809686,994757.1714000001,139763.38258170002,0.014351217363917784,863868.0699,121373.46382095001,0.012790854322817576,785334.609,110339.51256450002,871808.675391,122489.11889243551,871024.047583148,122378.87868543231,870240.1259403232,122268.73769461543,869456.909826977,122158.69583069027,868674.3986081327,122048.75300444267
Skin/Body,Europe,Fragrance,Frederic Malle,Bronzer,1799121.82,10.34,9.38,5.16,2050998.8748000003,0.026139711130051823,2050998.8748000003,212073.28365432002,0.021776160068420113,1781130.6018,184168.90422611998,0.01940850619723876,1619209.638,167426.27656919998,1967879.4467160003,203478.73479043442,2152466.5388179612,222565.04011377718,2354367.9001590866,243441.64087644953,2575207.6091940086,266276.46679066046,2816762.082936407,291253.1993756245
Skin/Body,Europe,Fragrance,Frederic Malle,Hair Dye,3048820.88,12.14,8.27,14.12,3475655.8032000004,0.04429677646312488,3475655.8032000004,421944.61450848007,0.04332621868826008,3475655.8032000004,421944.61450848007,0.044466326712378275,3963467.144,481164.9112816,3300958.366776,400736.3457266064,3573947.6237083753,433877.24151819677,3869513.0921890573,469758.8893917516,4189521.824913093,508607.9495444495,4535995.279833405,550669.8269717754
Skin/Body,Europe,Fragrance,Frederic Malle,Face Make-Up,3796574.44,8.22,-4.38,4.67,4328094.8616,0.05516100024029405,4328094.8616,355769.39762352005,0.03653119910532097,4328094.8616,355769.39762352005,0.037492499548600164,4935546.772,405701.9446584,3630284.479528,298409.3842172016,3471278.019324674,285339.05318848824,3319236.0420782533,272841.2026588325,3173853.503435226,260890.75798237562,3034838.7199847633,249463.74278274758
Skin/Body,Europe,Fragrance,Frederic Malle,Tools,3177850.69,5.77,4.93,9.36,3622749.7866,0.046171469951398765,3622749.7866,209032.66268682,0.02146394229277798,3146072.1831,181528.36496486998,0.01913023488519848,4131205.897,238370.58025689996,3334518.7290169997,192401.73066428085,3498910.5023575374,201887.1359860299,3671406.790123764,211840.17179014115,3852407.1448768647,222283.89225939507,4042330.8171192943,233242.48814778327
